,Bush,Kerr,Nade,Chen,Edwa,LBus,HCli,BCli,Powe,Ashc,McCa,DemP,RepP
1416,0,85,85,0,85,50,85,100,60,0,70,70,40
1417,0,85,40,40,30,50,0,0,70,50,15,60,50
1418,0,85,50,60,40,50,70,40,60,30,50,40,15
1419,15,85,50,0,85,40,85,100,50,30,60,85,40
1420,50,50,60,50,50,60,70,60,70,50,50,60,40
1421,50,70,30,35,50,70,55,35,75,45,60,70,40
1422,85,70,30,85,70,85,85,100,85,70,70,70,70
1423,50,70,50,50,70,50,50,70,50,50,60,50,70
1424,15,70,50,50,50,60,70,70,60,50,50,70,30
1425,30,60,0,0,50,60,60,85,60,0,60,70,60
1426,50,60,30,30,60,85,70,85,60,40,50,60,50
1427,0,85,40,0,85,30,85,100,40,0,50,85,15
1428,85,50,70,85,60,100,50,50,85,70,70,50,85
1429,0,100,50,0,100,85,60,100,50,40,60,100,50
1430,40,60,30,15,60,70,70,70,85,0,85,30,30
1431,70,40,30,60,50,85,0,30,70,40,85,40,60
1432,15,50,0,85,15,50,70,50,85,50,70,85,30
1433,40,60,50,60,40,30,50,60,70,50,50,60,40
1434,100,0,40,100,0,100,0,0,100,50,70,0,100
1435,50,85,70,0,85,15,15,0,100,30,60,100,0
1436,40,60,50,40,60,50,70,70,70,50,70,60,40
1437,0,60,70,50,50,50,70,85,30,30,30,50,50
1438,15,70,60,0,60,50,70,60,70,70,30,70,15
1439,100,40,50,70,60,100,0,0,85,70,60,40,85
1440,100,60,70,85,60,100,15,30,100,60,85,40,85
1441,85,40,70,70,50,85,60,60,85,60,100,60,70
1442,45,55,65,70,55,50,85,100,95,70,95,51,30
1443,15,70,50,50,15,40,85,100,70,50,50,100,50
1444,85,0,60,60,15,100,0,0,85,70,30,40,70
1445,30,70,50,15,70,40,60,85,30,40,60,85,40
1446,85,60,50,70,60,85,30,40,100,70,100,55,60
1447,85,50,85,100,70,100,40,60,70,60,40,60,70
1448,85,15,50,70,15,100,15,15,60,70,60,15,70
1449,30,70,50,40,70,60,100,90,60,30,50,85,40
1450,0,85,15,0,85,15,85,100,60,0,60,70,15
1451,100,0,15,100,0,100,0,0,60,85,40,0,100
1452,100,50,77,70,50,100,70,70,100,70,50,70,85
1453,100,15,70,100,40,85,40,60,85,100,70,60,85
1454,50,100,50,50,100,70,70,85,70,50,70,100,50
1455,60,85,60,0,50,85,85,85,85,85,60,70,50
1456,85,30,50,60,30,85,15,30,85,50,50,50,85
1457,15,85,30,0,100,50,85,70,60,15,60,80,30
1458,60,60,15,50,15,40,60,80,60,50,50,60,60
1459,0,85,50,0,70,15,50,85,30,0,85,50,30
1460,15,70,50,40,50,50,50,50,70,65,50,50,50
1461,100,0,60,85,0,85,15,15,60,85,50,0,100
1462,0,70,70,0,70,15,50,85,30,40,0,40,40
1463,40,40,50,0,50,50,60,40,100,40,0,0,0
1464,85,60,50,70,30,70,80,90,85,70,85,60,70
1465,0,60,85,0,60,15,85,100,40,50,60,70,15
1466,50,50,50,50,50,50,70,85,50,50,50,70,50
1467,0,70,85,0,60,50,50,50,30,0,50,40,0
1468,100,40,50,60,60,100,0,0,100,40,100,50,100
1469,0,100,70,0,85,50,85,100,70,0,85,70,15
1470,100,0,15,85,0,100,0,0,85,60,70,0,100
1471,85,50,30,70,40,100,60,70,100,70,85,0,85
1472,85,50,60,60,70,85,0,30,100,40,85,30,70
1473,85,30,60,70,70,70,15,50,85,60,70,40,70
1474,85,0,15,70,0,100,0,0,85,85,50,0,85
1475,50,70,50,30,85,60,50,60,60,50,60,70,50
1476,60,70,70,70,70,60,70,60,85,50,50,50,50
1477,70,60,50,40,70,70,70,85,70,85,70,70,85
1478,100,15,50,70,30,100,30,0,50,50,70,15,100
1479,85,30,50,60,40,100,40,0,85,40,85,40,70
1480,85,30,15,90,40,70,15,75,80,90,80,35,65
1481,100,0,50,50,50,85,40,0,60,50,50,40,85
1482,0,85,30,0,100,0,100,100,50,0,60,85,0
1483,30,85,50,40,70,40,85,100,70,30,70,85,30
1484,85,70,60,70,50,100,100,50,100,70,85,70,70
1485,15,85,0,0,70,15,85,60,50,0,60,60,30
1486,30,60,85,40,85,60,50,100,70,15,85,70,30
1487,0,85,15,0,70,30,86,70,15,0,60,70,0
1488,85,15,50,60,40,100,60,15,85,50,60,15,70
1489,100,30,2,100,10,100,50,5,100,50,25,30,50
1490,40,70,0,40,100,85,100,85,30,70,60,70,60
1491,85,70,50,70,70,70,85,100,100,100,70,100,70
1492,30,85,60,0,70,70,70,85,85,30,60,70,40
1493,15,85,60,30,85,30,85,100,15,50,50,60,50
1494,15,15,40,0,30,50,40,50,60,0,60,30,4
1495,85,15,50,100,15,85,0,0,100,15,85,40,70
1496,50,70,0,50,70,70,70,70,70,70,70,70,50
1497,85,15,15,60,0,85,0,30,100,40,85,30,70
1498,40,60,100,30,60,60,100,85,100,40,60,100,50
1499,40,60,50,50,50,50,60,70,70,60,50,70,60
1500,0,85,50,40,85,50,70,100,30,50,50,85,0
1501,70,30,50,70,50,50,50,40,50,50,50,50,50
1502,0,70,40,40,85,30,100,100,70,50,15,70,30
1503,50,100,0,50,100,70,100,100,85,30,50,100,40
1504,0,85,15,0,85,50,70,5,60,15,60,85,15
1505,85,0,50,85,15,100,0,40,60,65,60,0,70
1506,95,40,50,60,55,90,15,50,85,70,55,50,85
1507,100,0,15,100,15,100,15,0,70,85,60,30,70
1508,40,60,50,40,50,50,50,60,40,40,70,60,40
1509,60,60,50,70,60,50,50,50,50,50,60,50,70
1510,70,50,50,60,40,70,40,30,70,60,60,40,60
1511,70,70,50,50,50,50,60,15,100,50,85,60,50
1512,60,70,50,70,85,85,70,85,85,60,70,70,60
1513,85,40,50,70,30,100,50,70,100,60,70,40,60
1514,0,85,60,15,85,50,100,100,60,0,60,85,15
1515,85,15,50,70,0,100,0,30,85,70,70,40,60
1516,85,50,50,60,50,85,0,0,85,50,100,60,85
1517,85,60,50,70,50,85,40,60,85,70,60,50,60
1518,60,40,50,50,50,60,15,15,85,30,85,50,60
1519,70,60,15,70,30,50,5,60,75,50,50,40,60
1520,0,70,60,0,85,30,85,85,40,0,85,60,15
1521,30,85,50,40,70,50,70,60,70,50,50,100,15
1522,15,85,50,30,70,50,70,100,60,70,70,85,0
1523,40,50,50,40,50,50,60,50,50,30,50,50,40
1524,0,85,15,0,85,50,70,95,40,0,70,70,10
1525,70,15,60,100,30,70,0,30,85,70,85,30,60
1526,85,30,70,85,40,85,30,15,85,85,70,40,60
1527,85,15,70,100,15,100,70,60,100,70,60,60,70
1528,60,70,30,15,70,60,70,85,60,60,30,70,60
1529,15,100,15,0,100,50,85,100,40,0,70,85,15
1530,0,85,60,0,100,50,85,100,50,0,70,85,0
1531,85,30,50,85,40,100,15,15,10,100,70,40,85
1532,85,40,50,60,60,85,30,40,85,70,70,30,70
1533,60,85,15,30,70,85,70,70,70,50,85,85,50
1534,85,15,50,60,15,70,0,15,60,50,60,40,70
1535,100,15,60,70,15,85,0,0,85,85,85,15,85
1536,30,60,50,30,50,50,70,70,70,60,60,50,50
1537,85,40,30,85,50,70,15,30,100,70,100,30,70
1538,60,70,60,0,85,85,100,100,50,30,85,85,30
1539,50,60,50,40,60,50,60,60,50,50,40,60,50
1540,85,30,0,50,70,85,30,50,100,40,70,50,50
1541,15,70,50,15,70,50,70,60,40,40,60,85,30
1542,85,40,50,60,60,85,70,70,70,60,100,40,70
1543,50,50,50,50,50,50,60,60,50,50,50,50,50
1544,0,70,50,0,85,100,60,60,40,15,100,85,15
1545,0,85,50,50,60,60,85,70,70,40,40,100,15
1546,100,40,75,60,50,90,70,0,100,100,100,50,60
1547,100,15,50,85,30,100,0,15,85,85,50,60,85
1548,70,30,50,60,30,70,30,30,70,50,50,40,40
1549,0,70,0,0,85,30,85,100,15,0,70,85,0
1550,15,85,0,0,60,60,50,85,70,30,70,85,50
1551,60,50,50,60,50,60,60,60,70,50,50,50,60
1552,0,85,0,0,85,50,70,75,40,0,40,85,15
1553,0,60,40,0,60,50,50,60,85,0,50,60,50
1554,0,85,30,0,85,40,100,100,40,15,60,70,15
1555,85,40,70,70,50,100,0,40,85,60,100,50,85
1556,70,60,70,70,70,60,70,70,70,60,60,40,60
1557,70,30,60,85,50,100,85,85,70,50,85,50,85
1558,40,70,70,30,70,60,85,70,85,40,70,70,40
1559,70,50,15,70,50,70,70,85,85,85,70,50,50
1560,0,100,0,0,100,15,70,100,0,0,0,100,0
1561,0,60,60,0,85,50,70,85,50,50,70,70,40
1562,40,60,30,30,50,40,50,60,50,15,50,50,40
1563,100,40,30,85,0,100,0,0,70,100,0,40,100
1564,0,70,60,50,50,50,85,100,50,50,50,100,0
1565,50,85,50,40,85,60,100,100,50,50,60,70,50
1566,40,60,70,15,40,60,30,60,70,0,85,40,50
1567,0,85,60,0,85,50,85,85,40,15,40,85,15
1568,50,85,50,50,70,70,60,60,70,50,60,50,70
1569,30,30,30,30,40,40,0,15,100,40,100,30,60
1570,0,70,50,0,85,0,85,85,60,0,60,70,15
1571,85,60,50,85,60,70,0,30,70,60,85,40,70
1572,30,70,50,60,50,50,50,70,70,50,70,50,50
1573,0,85,30,30,60,50,85,100,30,50,60,70,15
1574,50,50,10,50,60,50,40,50,90,5,95,50,60
1575,70,0,0,70,30,40,0,0,85,60,70,15,85
1576,30,60,60,40,60,50,85,85,60,60,60,50,50
1577,100,15,0,50,30,100,50,60,70,60,85,15,85
1578,85,40,50,70,50,50,85,85,70,50,50,40,60
1579,0,15,0,0,0,0,15,100,0,0,0,0,0
1580,15,60,60,40,50,40,40,70,60,40,50,60,15
1581,50,100,50,50,100,70,100,100,50,50,50,100,50
1582,0,100,15,0,85,40,100,100,15,0,85,85,0
1583,0,85,60,15,85,30,85,85,30,50,70,70,30
1584,0,85,85,0,85,50,70,100,30,15,85,70,30
1585,90,10,0,80,50,85,0,0,40,50,90,0,75
1586,50,40,0,70,52,60,50,40,100,50,85,50,60
1587,60,40,50,60,40,50,50,30,70,70,50,70,30
1588,100,50,50,100,50,100,100,100,100,100,100,85,100
1589,85,0,50,85,0,100,0,0,85,100,70,40,70
1590,50,70,50,40,60,60,70,60,70,50,60,85,40
1591,15,60,60,0,70,40,85,85,40,30,60,60,40
1592,30,70,60,50,70,50,85,85,70,70,70,70,40
1593,70,60,70,30,85,85,70,0,85,60,70,50,40
1594,15,70,50,15,85,60,100,85,40,30,40,85,15
1595,15,40,70,0,60,50,0,50,50,0,70,40,0
1596,0,70,15,40,50,60,60,50,70,50,85,60,30
1597,0,70,0,0,85,0,100,100,40,0,85,60,0
1598,85,40,50,70,30,70,15,30,85,60,40,30,85
1599,60,85,50,50,85,70,100,100,85,60,100,70,60
1600,0,70,50,0,85,50,85,100,60,40,60,70,40
1601,85,60,50,70,50,70,70,70,70,70,50,30,60
1602,70,60,60,40,60,70,40,40,100,30,70,60,70
1603,60,40,50,50,40,60,15,15,70,50,70,50,70
1604,0,50,0,15,50,15,100,100,15,0,0,70,0
1605,100,30,30,85,60,100,30,40,100,50,100,60,85
1606,60,60,50,30,50,85,60,15,85,50,40,60,50
1607,85,15,0,85,40,85,40,30,85,70,85,40,85
1608,30,60,50,30,60,50,50,60,60,40,85,60,60
1609,100,0,0,100,0,100,15,0,100,100,100,50,100
1610,85,50,50,50,50,70,30,50,50,50,50,50,100
1611,85,50,50,85,70,85,85,100,85,50,85,85,70
1612,70,30,30,60,30,50,15,0,85,30,50,50,50
1613,100,0,50,85,15,100,15,0,85,70,70,30,85
1614,15,60,60,0,60,50,40,70,50,15,70,60,30
1615,60,30,0,60,15,50,50,50,60,50,60,40,60
1616,70,40,50,85,40,100,30,70,85,60,60,40,70
1617,60,70,70,60,60,60,60,70,70,50,85,60,60
1618,100,50,50,85,50,100,70,70,85,50,60,60,100
1619,0,70,40,0,85,50,60,90,60,0,60,70,15
1620,15,70,15,30,70,50,50,60,30,15,70,60,30
1621,100,40,40,100,40,100,15,30,85,85,85,40,100
1622,100,0,30,70,0,100,0,15,85,70,50,15,85
1623,0,85,30,0,70,15,85,85,60,15,60,100,0
1624,85,0,40,70,15,100,40,40,70,70,60,40,70
1625,65,60,40,55,0,75,60,70,65,60,85,55,65
1626,85,15,15,85,15,100,15,50,100,85,85,30,85
1627,60,60,0,15,0,50,0,60,50,15,50,40,70
1628,10,25,50,60,60,50,100,100,100,60,50,50,100
1629,40,60,50,40,60,50,50,40,60,40,60,60,40
1630,85,60,70,70,50,85,70,70,85,60,40,70,60
1631,35,50,60,50,60,50,30,40,60,30,50,50,50
1632,70,60,50,70,60,50,100,85,85,50,50,50,50
1633,70,60,50,85,15,60,15,15,85,60,40,50,50
1634,70,15,0,60,15,85,0,0,70,70,85,40,70
1635,85,60,50,40,60,50,70,50,60,50,50,30,85
1636,30,60,0,15,70,70,85,85,50,15,50,85,30
1637,70,70,50,50,70,85,60,40,85,50,50,100,15
1638,0,85,0,0,85,50,100,100,40,0,50,85,0
1639,30,70,70,0,40,50,60,30,70,50,40,30,30
1640,0,70,60,0,85,50,70,85,60,0,60,85,30
1641,15,85,30,0,70,60,85,85,70,0,70,70,15
1642,100,0,70,70,15,85,15,0,100,85,15,0,70
1643,85,40,85,70,50,90,35,35,90,80,90,70,70
1644,85,40,60,70,50,85,0,15,70,60,70,30,60
1645,15,70,0,0,70,60,85,100,60,15,70,70,15
1646,30,85,15,0,85,70,85,100,60,30,70,30,85
1647,50,85,50,50,50,50,50,0,75,50,85,70,50
1648,70,40,15,40,50,85,0,15,85,50,70,40,60
1649,70,50,30,60,70,85,40,30,85,50,50,40,85
1650,100,0,50,50,0,70,0,0,70,50,70,0,70
1651,45,60,15,70,55,50,65,75,90,60,50,70,60
1652,0,100,0,0,100,50,100,100,100,50,50,85,70
1653,40,50,50,0,50,60,60,60,40,0,50,40,15
1654,100,40,0,60,30,100,15,15,100,70,70,15,85
1655,40,60,70,30,70,70,85,70,85,40,85,60,30
1656,0,70,52,0,85,0,80,85,15,0,60,70,0
1657,60,40,15,30,50,70,50,50,60,50,50,50,50
1658,70,60,50,50,60,70,70,50,70,50,50,60,70
1659,100,40,50,70,60,85,40,60,85,85,40,50,85
1660,85,50,50,70,60,100,0,30,85,70,85,70,70
1661,60,70,40,0,85,85,70,70,85,50,70,85,70
1662,15,50,40,40,50,50,100,85,40,50,50,60,40
1663,70,40,50,50,85,70,50,15,50,50,50,50,50
1664,85,0,15,100,0,100,0,0,70,70,85,0,100
1665,70,60,40,60,70,60,85,85,85,60,60,70,60
1666,60,85,40,60,85,70,85,70,70,60,50,85,70
1667,0,70,30,0,70,30,40,40,60,0,50,40,0
1668,85,15,50,70,15,100,15,40,50,40,50,40,60
1669,40,50,40,50,50,60,50,50,70,50,50,40,40
1670,70,70,60,0,50,60,70,60,40,50,85,40,40
1671,0,70,85,0,100,60,100,100,70,15,85,60,15
1672,50,50,50,50,50,50,60,60,60,50,50,60,50
1673,50,60,15,50,70,60,80,70,50,50,60,60,40
1674,0,70,10,0,75,40,80,80,50,50,30,80,10
1675,55,55,40,30,65,75,35,75,70,40,60,50,50
1676,0,10,60,0,10,1,15,12,3,0,1,10,1
1677,50,70,50,50,70,60,70,85,70,50,85,85,50
1678,85,60,50,70,50,100,85,100,100,85,85,70,85
1679,80,45,55,65,60,90,40,55,80,65,75,55,70
1680,30,70,70,30,85,60,60,70,70,30,70,70,40
1681,70,85,70,70,70,50,50,50,70,50,50,70,70
1682,85,40,50,85,15,70,30,60,100,50,50,40,70
1683,0,70,50,30,85,50,70,70,50,0,50,60,40
1684,40,60,50,60,60,85,85,85,100,60,85,85,40
1685,85,0,0,85,0,100,0,0,85,70,40,50,70
1686,30,65,40,60,50,50,45,70,75,60,60,75,60
1687,60,30,50,100,60,85,0,100,85,70,50,40,85
1688,15,70,0,0,60,85,60,60,15,30,15,50,50
1689,100,15,50,85,40,100,0,0,85,100,70,40,85
1690,30,100,70,50,85,50,100,100,100,60,70,85,40
1691,85,50,0,85,15,100,40,60,70,70,50,40,70
1692,30,60,50,30,50,50,50,70,50,50,50,70,30
1693,15,85,50,15,85,50,100,85,70,15,60,60,0
1694,85,30,85,85,70,50,70,60,85,70,90,50,50
1695,40,50,50,70,70,85,30,0,85,50,60,60,70
1696,50,0,0,50,50,100,0,0,100,0,50,50,50
1697,0,70,0,0,85,0,85,85,70,50,60,100,0
1698,30,50,15,30,50,70,60,70,60,15,70,40,40
1699,0,50,0,0,70,15,60,60,50,0,60,60,15
1700,70,15,15,40,40,70,15,15,85,60,50,15,70
1701,85,15,50,85,40,100,0,0,85,50,70,30,85
1702,85,40,0,70,40,85,85,85,100,60,85,50,50
1703,100,50,50,100,50,100,50,50,100,50,70,15,85
1704,100,0,50,85,0,100,0,0,85,100,50,30,85
1705,60,30,100,15,30,50,0,85,40,50,85,30,30
1706,85,15,40,70,50,70,30,15,70,60,70,30,60
1707,50,70,85,60,100,70,100,100,85,30,50,70,50
1708,30,70,15,15,60,85,70,85,70,60,60,50,30
1709,100,0,0,100,0,100,0,0,100,100,85,15,100
1710,60,50,60,50,60,100,85,100,60,60,60,50,50
1711,0,70,60,50,85,50,30,60,100,50,85,40,85
1712,0,60,70,0,40,0,30,30,30,0,60,0,0
1713,90,0,10,90,0,100,0,30,95,95,40,10,80
1714,15,70,60,15,70,85,70,85,70,30,60,50,30
1715,70,60,50,60,50,70,85,60,60,50,50,60,60
1716,15,15,0,50,50,15,70,70,50,50,30,50,50
1717,50,75,22,21,90,50,80,75,100,80,100,75,50
1718,85,40,60,40,50,85,0,85,40,15,60,60,70
1719,85,0,40,85,50,85,40,40,100,70,70,50,70
1720,95,5,70,80,30,90,0,20,50,90,90,20,70
1721,100,25,50,90,50,100,25,25,100,75,100,25,90
1722,100,40,0,50,30,85,70,50,100,50,50,50,100
1723,85,30,50,75,40,80,25,35,90,70,75,25,60
1724,100,30,30,85,30,85,0,0,70,60,50,30,70
1725,10,60,60,30,70,50,90,80,50,10,60,50,10
1726,85,85,70,85,85,70,70,85,85,60,70,85,85
1727,70,50,50,60,70,85,70,60,70,60,70,60,70
1728,15,50,50,0,50,50,50,50,30,0,30,40,30
1729,85,40,50,70,40,85,60,50,70,60,60,60,70
1730,50,60,0,60,70,15,85,100,85,60,60,70,50
1731,100,30,50,85,30,100,30,40,85,70,85,40,85
1732,100,40,50,85,40,100,15,15,85,85,85,15,100
1733,85,50,60,60,50,85,30,60,100,50,50,60,85
1734,0,85,50,15,70,70,50,50,85,50,50,60,70
1735,70,60,15,40,60,75,60,70,85,50,85,70,70
1736,40,85,60,30,85,100,70,100,85,40,85,70,30
1737,70,30,0,70,0,100,85,50,85,0,60,60,60
1738,100,40,60,100,40,100,40,40,100,100,100,0,100
1739,100,40,60,85,30,100,0,60,100,85,85,40,85
1740,85,30,30,85,15,70,30,30,85,70,50,50,85
1741,100,0,15,100,15,100,0,15,85,85,70,15,85
1742,70,30,15,40,50,85,30,60,85,30,85,40,60
1743,100,70,70,70,60,85,70,85,85,60,50,70,85
1744,85,30,50,85,30,85,0,30,60,60,70,40,60
1745,85,0,50,70,30,85,15,0,100,60,100,0,100
1746,100,0,0,100,0,100,0,0,85,100,50,0,100
1747,100,0,50,100,15,100,0,0,100,85,60,15,100
1748,100,0,50,85,50,85,0,40,85,50,60,30,100
1749,85,50,40,50,60,100,30,70,100,70,70,40,60
1750,100,0,0,85,0,100,50,50,85,85,85,15,85
1751,0,60,15,0,100,70,100,70,70,0,50,70,30
1752,85,30,50,0,60,100,15,1,85,60,70,40,85
1753,40,60,50,0,100,70,0,6,70,50,100,60,40
1754,0,70,40,15,70,50,70,85,40,50,60,70,0
1755,85,30,60,100,85,100,70,85,100,85,70,70,70
1756,100,40,15,85,40,100,40,40,100,100,70,40,60
1757,85,15,0,70,0,85,0,40,70,60,60,30,60
1758,15,85,60,15,85,60,70,85,60,60,85,85,30
1759,0,85,50,0,85,40,100,85,50,50,85,70,0
1760,85,40,50,70,51,70,4,60,80,75,60,49,80
1761,85,15,50,70,60,85,0,0,85,60,60,40,70
1762,0,85,0,50,85,0,100,100,50,50,60,100,30
1763,85,70,60,70,50,85,85,50,60,60,60,70,60
1764,15,85,30,70,50,85,100,100,100,50,60,100,15
1765,30,60,15,60,65,55,65,75,80,45,70,40,40
1766,70,30,50,60,30,85,0,0,85,50,50,0,85
1767,100,15,50,70,30,70,15,15,100,70,85,40,85
1768,100,15,15,70,50,100,60,70,100,70,60,70,70
1769,0,85,60,15,60,30,85,100,85,50,50,70,30
1770,0,85,50,15,85,70,70,70,85,30,85,85,30
1771,90,0,0,70,0,95,0,0,85,90,75,50,50
1772,0,85,30,0,70,50,70,85,60,0,50,85,15
1773,50,0,30,70,0,60,0,30,40,15,85,15,60
1774,50,70,0,15,60,60,70,100,70,50,60,70,50
1775,50,100,85,70,100,85,100,100,85,0,100,85,40
1776,100,15,40,100,0,100,0,0,100,85,100,15,85
1777,100,15,15,70,15,50,0,0,50,85,40,15,70
1778,0,85,50,0,70,100,85,95,70,15,70,85,60
1779,85,0,15,85,15,100,0,0,60,50,50,0,85
1780,60,85,50,60,85,70,100,100,50,50,50,60,85
1781,30,70,70,0,70,60,85,85,70,0,70,85,40
1782,0,60,0,0,85,50,85,100,60,0,60,85,15
1783,30,70,15,15,85,60,100,85,60,50,50,85,60
1784,30,70,50,30,85,50,70,7,50,50,5,85,15
1785,100,30,0,100,40,100,0,60,100,60,70,30,100
1786,0,60,40,0,70,50,85,85,70,0,65,60,0
1787,85,30,50,70,30,70,0,0,70,60,40,30,70
1788,60,40,60,50,50,50,70,70,60,40,70,60,60
1789,0,85,20,0,85,15,85,100,25,10,0,95,0
1790,70,60,50,60,50,50,85,70,50,50,60,50,50
1791,85,40,60,60,50,85,70,70,70,60,50,40,85
1792,15,40,70,0,50,40,50,70,40,0,15,60,50
1793,85,50,0,85,50,85,70,70,70,70,70,60,85
1794,15,50,50,30,50,40,70,70,50,50,40,60,40
1795,15,70,85,0,70,0,50,60,100,0,100,60,50
1796,85,15,50,50,0,100,0,0,100,70,60,30,70
1797,15,50,50,40,60,50,70,85,60,50,60,60,50
1798,0,70,50,15,60,50,50,100,60,0,100,60,60
1799,85,60,60,85,40,85,50,30,85,70,50,40,70
1800,100,50,50,70,100,100,100,100,100,70,60,100,100
1801,90,0,70,80,40,70,50,80,90,60,90,60,80
1802,70,70,50,50,85,100,70,70,85,50,60,85,40
1803,85,15,30,70,15,85,15,30,70,60,60,30,70
1804,60,50,50,60,70,85,40,40,70,50,50,50,50
1805,50,60,30,15,70,70,85,85,60,50,70,60,30
1806,85,50,60,85,50,85,50,40,85,85,70,50,70
1807,60,30,15,15,15,100,15,60,100,30,85,50,50
1808,85,40,50,70,60,100,15,30,100,30,100,40,60
1809,40,60,50,30,50,60,0,60,60,50,85,60,40
1810,0,100,15,0,100,60,90,100,80,30,50,85,20
1811,15,70,85,0,85,15,70,85,30,0,60,70,15
1812,100,40,50,70,60,70,50,15,40,60,40,60,85
1813,85,50,50,85,50,50,40,40,50,50,50,40,85
1814,100,15,30,60,50,100,0,0,85,100,50,0,70
1815,15,60,30,0,60,60,85,85,85,15,85,60,40
1816,70,50,50,60,50,70,60,40,85,40,50,50,85
1817,70,50,50,60,50,60,50,60,60,50,60,50,60
1818,40,70,50,40,70,40,70,70,50,40,40,85,40
1819,70,0,15,60,50,70,60,60,85,15,50,50,70
1820,85,15,50,60,50,100,0,60,85,60,70,15,85
1821,50,85,15,30,85,70,70,60,60,30,30,70,40
1822,0,85,60,0,70,40,85,85,60,0,60,85,0
1823,60,50,60,40,70,70,85,85,85,30,85,60,60
1824,40,60,50,30,85,60,70,85,60,30,70,60,30
1825,60,50,50,60,50,60,40,60,50,50,50,85,15
1826,85,50,50,60,60,70,0,0,60,70,50,60,70
1827,0,60,30,15,50,70,85,100,70,50,60,60,30
1828,75,25,30,50,10,85,10,20,75,50,85,50,60
1829,0,85,85,0,100,70,15,85,30,50,0,100,0
1830,15,70,50,15,70,50,70,85,30,15,50,60,15
1831,70,60,50,70,70,60,30,30,100,40,50,60,70
1832,0,85,15,0,100,50,60,100,60,0,60,100,40
1833,50,60,50,0,60,50,70,70,30,30,50,60,50
1834,40,70,60,15,85,85,70,70,85,30,85,60,30
1835,85,50,40,70,50,100,50,40,70,50,100,50,85
1836,100,30,70,60,40,100,0,0,100,50,70,50,85
1837,70,40,40,60,40,70,60,70,85,60,50,70,60
1838,85,30,15,70,40,85,0,30,60,70,60,30,60
1839,100,30,30,70,15,100,30,60,60,70,60,15,100
1840,100,15,0,60,0,70,20,30,85,50,70,30,90
1841,70,40,30,85,70,70,50,50,85,85,85,60,85
1842,15,70,60,15,70,50,60,60,30,30,40,60,30
1843,70,70,70,70,85,85,70,85,85,70,60,70,70
1844,85,15,15,85,15,85,0,0,100,70,60,0,100
1845,60,85,50,30,70,50,70,85,70,40,40,60,40
1846,60,60,50,60,70,85,50,0,85,50,50,60,60
1847,70,60,70,50,50,60,40,50,70,50,60,60,60
1848,70,70,50,70,60,70,70,60,60,50,60,70,70
1849,100,30,15,85,30,85,15,15,85,70,60,30,85
1850,70,40,40,50,50,50,50,30,50,50,50,40,40
1851,40,100,50,15,85,60,100,100,100,60,100,100,50
1852,100,60,50,70,60,50,50,30,85,50,85,60,85
1853,85,15,0,85,30,100,0,30,85,60,40,15,60
1854,15,100,50,15,100,0,60,85,50,0,60,85,15
1855,70,40,15,70,50,70,40,70,70,60,70,70,60
1856,0,40,40,15,60,70,30,60,70,0,100,30,30
1857,15,70,0,0,60,70,100,85,70,15,85,60,30
1858,100,0,50,85,15,85,0,15,85,70,30,15,85
1859,0,100,0,0,100,70,100,100,60,50,60,100,0
1860,70,60,0,70,85,85,15,30,70,50,70,30,60
1861,100,30,60,80,5,70,5,0,95,75,90,3,90
1862,40,60,50,50,50,50,70,85,60,50,50,85,40
1863,85,50,50,70,40,100,40,15,85,60,70,40,70
1864,0,70,85,0,70,40,40,85,40,0,70,70,15
1865,100,30,50,60,40,100,0,0,100,50,50,15,85
1866,85,15,0,100,60,100,85,50,100,70,70,30,70
1867,15,85,0,40,100,85,85,100,70,50,60,100,50
1868,60,30,50,60,30,70,15,60,60,40,50,50,50
1869,15,85,70,0,70,50,85,85,40,0,60,70,30
1870,30,40,0,60,60,50,40,60,70,15,50,40,30
1871,0,85,30,0,85,50,70,70,60,0,70,85,15
1872,60,70,40,40,70,50,50,85,60,50,70,60,50
1873,0,70,0,0,80,40,80,70,50,0,80,85,0
1874,60,40,50,50,50,60,40,40,60,30,40,30,40
1875,50,50,75,25,100,100,75,100,75,50,100,75,25
1876,5,75,0,5,50,5,50,85,5,0,50,85,5
1877,30,85,50,50,85,60,85,85,50,40,30,100,30
1878,85,0,15,50,15,70,85,60,85,50,50,85,70
1879,100,0,50,85,15,100,0,0,70,85,60,15,85
1880,0,85,60,50,85,60,100,100,100,60,40,70,60
1881,70,60,30,60,40,70,50,50,60,60,60,40,70
1882,100,100,100,0,100,50,100,100,15,0,100,100,50
1883,85,60,40,90,50,85,0,15,85,85,60,40,70
1884,100,85,85,85,70,100,85,100,100,85,100,85,85
1885,70,70,40,50,50,60,100,85,100,50,50,100,85
1886,100,60,85,60,60,100,60,40,100,50,100,70,85
1887,60,70,50,60,50,70,85,40,60,50,40,70,60
1888,70,0,60,50,15,85,0,0,60,50,40,0,60
1889,60,85,50,50,60,85,70,70,70,50,60,85,60
1890,70,15,60,70,30,85,30,15,100,60,60,60,85
1891,90,5,55,45,35,90,10,20,75,50,65,30,65
1892,0,75,0,0,85,75,95,95,75,0,75,75,0
1893,95,15,60,90,15,95,0,0,85,80,85,15,90
1894,0,60,50,50,50,30,60,50,70,50,50,50,50
1895,0,70,50,15,75,50,30,50,75,50,70,55,30
